study,stage,model,task,method,placement,rank,bias,n,mean,reused,paired_five_seed_complete,seed_scores,source
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,affine,shared,16,False,3,37.98828125,0,False,"{""7100"": 38.57421875, ""7101"": 38.0859375, ""7102"": 37.3046875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,vocab,shared,1,False,5,56.73828125,0,True,"{""7100"": 55.859375, ""7101"": 56.93359375, ""7102"": 56.640625, ""7103"": 57.71484375, ""7104"": 56.54296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_1b_base,wikisql,none,none,0,False,5,58.515625,0,True,"{""207100"": 57.6171875, ""207101"": 57.8125, ""207102"": 58.88671875, ""207103"": 58.88671875, ""207104"": 59.375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,affine,shared,16,False,3,77.57161458333333,0,False,"{""7100"": 77.9296875, ""7101"": 77.34375, ""7102"": 77.44140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,affine,shared,16,True,5,77.9296875,0,True,"{""7100"": 78.80859375, ""7101"": 76.3671875, ""7102"": 77.44140625, ""7103"": 78.02734375, ""7104"": 79.00390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,affine,shared,8,True,5,38.49609375,0,True,"{""7100"": 36.5234375, ""7101"": 38.4765625, ""7102"": 38.18359375, ""7103"": 37.20703125, ""7104"": 42.08984375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,cluener,vocab,shared,1,False,5,67.13846685684803,0,True,"{""206100"": 67.39903069466882, ""206101"": 67.91959470501716, ""206102"": 67.06742485783916, ""206103"": 66.93293393243468, ""206104"": 66.37335009428033}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,none,none,0,False,5,36.85546875,0,True,"{""7100"": 35.9375, ""7101"": 37.109375, ""7102"": 36.03515625, ""7103"": 35.546875, ""7104"": 39.6484375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,affine,shared,32,True,5,78.33984375,0,True,"{""7100"": 78.41796875, ""7101"": 77.83203125, ""7102"": 78.02734375, ""7103"": 78.515625, ""7104"": 78.90625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,wikisql,affine,shared,16,True,5,37.87109375,0,True,"{""207100"": 41.30859375, ""207101"": 35.64453125, ""207102"": 38.57421875, ""207103"": 37.109375, ""207104"": 36.71875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,cluener,none,none,0,False,5,64.1692411438656,0,True,"{""206100"": 64.51926189705407, ""206101"": 63.62748290459134, ""206102"": 64.5964742034611, ""206103"": 63.76954732510288, ""206104"": 64.33343938911868}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,cluener,affine,shared,32,True,5,65.55923142854698,0,True,"{""6100"": 65.56482670089859, ""6101"": 65.47962784728907, ""6102"": 65.2452025586354, ""6103"": 67.09150326797386, ""6104"": 64.41499676793795}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,vocab,shared,1,False,5,76.89453125,0,True,"{""7100"": 75.5859375, ""7101"": 78.125, ""7102"": 76.3671875, ""7103"": 76.171875, ""7104"": 78.22265625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,affine,shared,16,True,5,77.51953125,0,True,"{""7100"": 77.83203125, ""7101"": 77.5390625, ""7102"": 77.05078125, ""7103"": 77.24609375, ""7104"": 77.9296875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,cluener,vocab,shared,1,False,5,56.258938378540066,0,True,"{""6100"": 56.41744548286604, ""6101"": 56.056782334384856, ""6102"": 57.05818125097489, ""6103"": 55.616211745244, ""6104"": 56.146071079230516}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_06b_base,wikisql,none,none,0,False,5,70.3515625,0,True,"{""7100"": 72.75390625, ""7101"": 70.3125, ""7102"": 70.41015625, ""7103"": 68.75, ""7104"": 69.53125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,cluener,affine,shared,16,True,5,67.0898271651056,0,True,"{""206100"": 66.98935140367861, ""206101"": 67.04637917005695, ""206102"": 67.52991312899525, ""206103"": 66.996699669967, ""206104"": 66.88679245283019}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_4b_base,wikisql,affine,shared,16,True,5,82.36328125,0,True,"{""207100"": 82.6171875, ""207101"": 81.93359375, ""207102"": 81.8359375, ""207103"": 83.10546875, ""207104"": 82.32421875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen3_17b_base,wikisql,vocab,shared,1,False,5,74.4921875,0,True,"{""207100"": 75.78125, ""207101"": 73.73046875, ""207102"": 73.046875, ""207103"": 76.171875, ""207104"": 73.73046875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,wikisql,affine,shared,16,False,3,59.602864583333336,0,False,"{""7100"": 58.49609375, ""7101"": 60.7421875, ""7102"": 59.5703125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,affine,shared,16,False,3,74.73958333333333,0,False,"{""7100"": 75.68359375, ""7101"": 73.92578125, ""7102"": 74.609375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,llama32_3b_base,cluener,vocab,shared,1,False,5,65.42637688188775,0,True,"{""206100"": 65.86436818994959, ""206101"": 67.08676684440135, ""206102"": 64.11669367909238, ""206103"": 65.88661832564271, ""206104"": 64.17743737035264}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,none,none,0,False,5,73.45703125,0,True,"{""7100"": 73.4375, ""7101"": 73.6328125, ""7102"": 72.8515625, ""7103"": 73.33984375, ""7104"": 74.0234375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,affine,shared,32,True,5,66.55726124906482,0,True,"{""6100"": 66.28242074927954, ""6101"": 67.1558462274685, ""6102"": 66.89287445467765, ""6103"": 66.69826224328594, ""6104"": 65.75690257061251}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,vocab,shared,1,False,5,54.84652189386645,0,True,"{""6100"": 54.59822792545066, ""6101"": 55.016910935738444, ""6102"": 55.09325681492109, ""6103"": 54.93421052631579, ""6104"": 54.59000326690624}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,wikisql,vocab,shared,2,False,3,76.20442708333333,0,False,"{""7100"": 76.5625, ""7101"": 76.66015625, ""7102"": 75.390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,vocab,shared,1,False,5,74.765625,0,True,"{""7100"": 75.09765625, ""7101"": 74.31640625, ""7102"": 74.0234375, ""7103"": 75.9765625, ""7104"": 74.4140625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_3b_base,wikisql,affine,shared,32,True,5,77.8125,0,True,"{""7100"": 78.61328125, ""7101"": 77.83203125, ""7102"": 76.3671875, ""7103"": 77.5390625, ""7104"": 78.7109375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,wikisql,none,none,0,False,5,35.7421875,0,True,"{""207100"": 39.0625, ""207101"": 33.69140625, ""207102"": 35.64453125, ""207103"": 34.86328125, ""207104"": 35.44921875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,vocab,shared,1,False,5,65.75087374431327,0,True,"{""6100"": 65.4123549702101, ""6101"": 65.96491228070175, ""6102"": 65.80624601657107, ""6103"": 66.43979906011991, ""6104"": 65.13105639396346}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,cluener,affine,shared,16,False,3,66.31060383078018,0,False,"{""6100"": 66.32274705787522, ""6101"": 66.23864704040088, ""6102"": 66.37041739406443}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,llama32_1b_base,cluener,vocab,shared,2,False,3,53.59279985121753,0,False,"{""6100"": 53.469886884744724, ""6101"": 53.698009386632144, ""6102"": 53.61050328227571}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_3b_base,cluener,affine,shared,16,True,5,67.40931424926193,0,True,"{""206100"": 68.0988531739622, ""206101"": 68.2230869001297, ""206102"": 66.78676711431379, ""206103"": 67.70103436770104, ""206104"": 66.23682969020287}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen3_17b_base,wikisql,vocab,shared,2,False,3,73.47005208333333,0,False,"{""7100"": 72.4609375, ""7101"": 75.1953125, ""7102"": 72.75390625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,confirmation,qwen25_05b_base,cluener,vocab,shared,1,False,5,56.158060146531554,0,True,"{""206100"": 56.22222222222222, ""206101"": 56.21264548600189, ""206102"": 56.688311688311686, ""206103"": 55.23809523809524, ""206104"": 56.42902609802673}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_3b_base,cluener,vocab,shared,2,False,3,63.97801738753039,0,False,"{""6100"": 64.99293896124274, ""6101"": 60.37195994277539, ""6102"": 66.56915325857305}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
tied_model_expansion_20260923,common,qwen25_05b_base,wikisql,vocab,shared,2,False,3,32.12890625,0,False,"{""7100"": 31.34765625, ""7101"": 31.4453125, ""7102"": 33.59375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/tied_model_expansion_20260923/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,cluener,vocab,shared,2,False,5,70.0139037792214,0,True,"{""406100"": 69.92894056847545, ""406101"": 69.50491856152233, ""406102"": 70.73608617594255, ""406103"": 69.90448437752954, ""406104"": 69.9950892126371}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,cluener,vocab,shared,1,False,5,69.74216001313683,0,True,"{""406100"": 69.79801218339212, ""406101"": 69.28525434642627, ""406102"": 69.99025657681065, ""406103"": 70.10042112082928, ""406104"": 69.5368558382257}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,cluener,none,none,0,False,5,68.87148921791432,0,True,"{""406100"": 68.5006435006435, ""406101"": 68.28322017458778, ""406102"": 69.40698619008936, ""406103"": 69.00679391782595, ""406104"": 69.15980230642504}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,cluener,affine,shared,30,True,5,70.10415915690845,0,True,"{""406100"": 69.94851994851994, ""406101"": 69.75318599774157, ""406102"": 70.80504364694471, ""406103"": 69.36026936026936, ""406104"": 70.6537768310667}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,wikisql,vocab,shared,2,False,5,82.16796875,0,True,"{""407100"": 81.0546875, ""407101"": 82.03125, ""407102"": 83.59375, ""407103"": 81.15234375, ""407104"": 83.0078125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,wikisql,affine,shared,16,True,5,81.171875,0,True,"{""407100"": 80.95703125, ""407101"": 81.15234375, ""407102"": 80.95703125, ""407103"": 80.95703125, ""407104"": 81.8359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,wikisql,vocab,shared,1,False,5,80.64453125,0,True,"{""407100"": 81.0546875, ""407101"": 79.4921875, ""407102"": 81.640625, ""407103"": 80.078125, ""407104"": 80.95703125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,wikisql,none,none,0,False,5,81.50390625,0,True,"{""407100"": 80.859375, ""407101"": 80.56640625, ""407102"": 81.93359375, ""407103"": 81.4453125, ""407104"": 82.71484375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,cluener,affine,shared,16,True,5,69.36364594047674,0,True,"{""406100"": 68.54490155274532, ""406101"": 69.312, ""406102"": 70.0519143413368, ""406103"": 69.37713449341356, ""406104"": 69.53227931488802}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_deep_tuning_20260924,confirmation,qwen3_4b_base,wikisql,affine,shared,30,True,5,81.8359375,0,True,"{""407100"": 81.54296875, ""407101"": 80.95703125, ""407102"": 82.71484375, ""407103"": 82.12890625, ""407104"": 81.8359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_deep_tuning_20260924/study/RESULTS.json
qwen3_4b_validation_stability_20260924,confirmation,qwen3_4b_base,wikisql,affine,shared,30,True,5,82.36328125,0,True,"{""607100"": 82.12890625, ""607101"": 82.2265625, ""607102"": 82.91015625, ""607103"": 81.73828125, ""607104"": 82.8125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_validation_stability_20260924/study/RESULTS.json
qwen3_4b_validation_stability_20260924,confirmation,qwen3_4b_base,wikisql,vocab,shared,1,False,5,82.4609375,0,True,"{""607100"": 82.32421875, ""607101"": 82.8125, ""607102"": 82.421875, ""607103"": 82.2265625, ""607104"": 82.51953125}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_validation_stability_20260924/study/RESULTS.json
qwen3_4b_validation_stability_20260924,confirmation,qwen3_4b_base,wikisql,affine,shared,16,True,5,82.05078125,0,True,"{""607100"": 83.0078125, ""607101"": 81.54296875, ""607102"": 81.73828125, ""607103"": 81.8359375, ""607104"": 82.12890625}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_validation_stability_20260924/study/RESULTS.json
qwen3_4b_validation_stability_20260924,confirmation,qwen3_4b_base,wikisql,vocab,shared,2,False,5,82.65625,0,True,"{""607100"": 81.93359375, ""607101"": 82.12890625, ""607102"": 84.08203125, ""607103"": 82.03125, ""607104"": 83.10546875}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_validation_stability_20260924/study/RESULTS.json
qwen3_4b_validation_stability_20260924,confirmation,qwen3_4b_base,wikisql,none,none,0,False,5,81.42578125,0,True,"{""607100"": 81.73828125, ""607101"": 81.4453125, ""607102"": 81.4453125, ""607103"": 80.56640625, ""607104"": 81.93359375}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/qwen3_4b_validation_stability_20260924/study/RESULTS.json
clinc150_generalization_20260925,confirmation,qwen3_06b_base,clinc150,affine,shared,16,True,5,83.47999999999999,0,True,"{""907100"": 83.77777777777777, ""907101"": 83.75555555555556, ""907102"": 83.77777777777777, ""907103"": 82.73333333333333, ""907104"": 83.35555555555555}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
clinc150_generalization_20260925,confirmation,llama32_1b_base,clinc150,vocab,shared,1,False,5,83.74666666666667,0,True,"{""907100"": 84.42222222222222, ""907101"": 83.44444444444444, ""907102"": 83.5111111111111, ""907103"": 83.95555555555555, ""907104"": 83.4}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
clinc150_generalization_20260925,confirmation,llama32_1b_base,clinc150,affine,shared,16,True,5,84.25777777777778,0,True,"{""907100"": 85.13333333333334, ""907101"": 84.35555555555555, ""907102"": 83.37777777777778, ""907103"": 84.0, ""907104"": 84.42222222222222}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
clinc150_generalization_20260925,confirmation,llama32_1b_base,clinc150,none,none,0,False,5,83.21333333333334,0,True,"{""907100"": 83.8, ""907101"": 83.37777777777778, ""907102"": 82.8, ""907103"": 83.17777777777778, ""907104"": 82.91111111111111}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
clinc150_generalization_20260925,confirmation,qwen3_06b_base,clinc150,none,none,0,False,5,82.81333333333332,0,True,"{""907100"": 82.75555555555556, ""907101"": 83.5111111111111, ""907102"": 82.91111111111111, ""907103"": 82.64444444444445, ""907104"": 82.24444444444444}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
clinc150_generalization_20260925,confirmation,qwen3_06b_base,clinc150,vocab,shared,1,False,5,82.02666666666667,0,True,"{""907100"": 82.5111111111111, ""907101"": 82.86666666666666, ""907102"": 81.35555555555555, ""907103"": 82.71111111111111, ""907104"": 80.68888888888888}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/clinc150_generalization_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_1b_base,clinc150,none,none,0,False,5,83.06666666666668,0,True,"{""1207100"": 83.42222222222222, ""1207101"": 82.64444444444445, ""1207102"": 82.75555555555556, ""1207103"": 82.84444444444445, ""1207104"": 83.66666666666667}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,clinc150,none,none,0,False,5,84.2,0,True,"{""1207100"": 83.5111111111111, ""1207101"": 82.82222222222222, ""1207102"": 84.91111111111111, ""1207103"": 84.71111111111111, ""1207104"": 85.04444444444445}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,emotion,affine,shared,16,True,5,73.9,0,True,"{""1208100"": 74.9, ""1208101"": 74.35, ""1208102"": 73.35, ""1208103"": 72.2, ""1208104"": 74.7}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,clinc150,none,none,0,False,5,91.08,0,True,"{""1207100"": 91.84444444444445, ""1207101"": 91.26666666666667, ""1207102"": 91.13333333333334, ""1207103"": 90.46666666666667, ""1207104"": 90.68888888888888}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,emotion,none,none,0,False,5,73.32000000000001,0,True,"{""1208100"": 72.6, ""1208101"": 73.95, ""1208102"": 72.6, ""1208103"": 72.45, ""1208104"": 75.0}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,emotion,none,none,0,False,5,72.14999999999999,0,True,"{""1208100"": 72.7, ""1208101"": 72.1, ""1208102"": 72.15, ""1208103"": 73.5, ""1208104"": 70.3}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,clinc150,affine,shared,16,True,5,84.9511111111111,0,True,"{""1207100"": 84.2, ""1207101"": 85.08888888888889, ""1207102"": 85.97777777777777, ""1207103"": 83.88888888888889, ""1207104"": 85.6}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,clinc150,affine,shared,16,True,5,91.09777777777778,0,True,"{""1207100"": 91.95555555555555, ""1207101"": 91.35555555555555, ""1207102"": 90.86666666666666, ""1207103"": 90.37777777777778, ""1207104"": 90.93333333333334}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,emotion,affine,shared,16,True,5,71.88999999999999,0,True,"{""1208100"": 72.7, ""1208101"": 72.8, ""1208102"": 73.95, ""1208103"": 71.9, ""1208104"": 68.1}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,clinc150,vocab,shared,1,False,5,91.16,0,True,"{""1207100"": 91.66666666666667, ""1207101"": 91.15555555555555, ""1207102"": 91.2, ""1207103"": 90.73333333333333, ""1207104"": 91.04444444444445}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_1b_base,emotion,none,none,0,False,5,73.74,0,True,"{""1208100"": 74.4, ""1208101"": 73.55, ""1208102"": 72.35, ""1208103"": 73.25, ""1208104"": 75.15}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,llama32_3b_base,emotion,vocab,shared,1,False,5,72.88000000000001,0,True,"{""1208100"": 73.05, ""1208101"": 75.0, ""1208102"": 68.65, ""1208103"": 73.5, ""1208104"": 74.2}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,emotion,vocab,shared,1,False,1,70.1,0,False,"{""1208100"": 70.1}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
generalization_repaired_20260925,confirmation,qwen25_15b_base,clinc150,vocab,shared,1,False,3,84.26666666666667,0,False,"{""1207100"": 84.62222222222222, ""1207101"": 83.02222222222223, ""1207102"": 85.15555555555555}",/commondocument/wz/cross_encoder_workspace/im_exp/lora/reviewer_followup/generalization_repaired_20260925/study/RESULTS.json
